N_W_m N_L_m P_W_m P_L_m VCM ID_A JD_N_mA_per_um JD_P_mA_per_um VOUT_DC
10e-6 0.28e-6 0.66e-6 0.28e-6 0.85 3.84129E-06 0.000384129 0.00582013 0.00383146
10e-6 0.28e-6 0.66e-6 0.28e-6 0.90 2.68321E-06 0.000268321 0.00406547 0.00216553
10e-6 0.28e-6 0.66e-6 0.28e-6 0.95 1.73287E-06 0.000173287 0.00262556 0.00117845
10e-6 0.28e-6 0.66e-6 0.28e-6 1.00 1.00854E-06 0.000100854 0.00152809 0.000595126
10e-6 0.28e-6 0.66e-6 0.28e-6 1.05 5.14756E-07 5.14756E-05 0.000779933 0.000269406
10e-6 0.28e-6 0.66e-6 0.28e-6 1.10 2.26563E-07 2.26563E-05 0.000343277 0.000106954
10e-6 0.28e-6 0.66e-6 0.28e-6 1.15 8.68722E-08 8.68722E-06 0.000131625 3.74834E-05
10e-6 0.28e-6 0.66e-6 0.36e-6 0.55 4.57657E-06 0.000457657 0.0069342 1.62552
10e-6 0.28e-6 0.66e-6 0.36e-6 0.60 6.96544E-06 0.000696544 0.0105537 0.787026
10e-6 0.28e-6 0.66e-6 0.36e-6 0.65 6.01389E-06 0.000601389 0.00911196 0.039065
10e-6 0.28e-6 0.66e-6 0.36e-6 0.70 4.79682E-06 0.000479682 0.0072679 0.0142518
10e-6 0.28e-6 0.66e-6 0.36e-6 0.75 3.6959E-06 0.00036959 0.00559984 0.00677127
10e-6 0.28e-6 0.66e-6 0.36e-6 0.80 2.7253E-06 0.00027253 0.00412925 0.00352478
10e-6 0.28e-6 0.66e-6 0.36e-6 0.85 1.8962E-06 0.00018962 0.00287303 0.00188132
10e-6 0.28e-6 0.66e-6 0.36e-6 0.90 1.22037E-06 0.000122037 0.00184904 0.000982169
10e-6 0.28e-6 0.66e-6 0.36e-6 0.95 7.07928E-07 7.07928E-05 0.00107262 0.000480727
10e-6 0.28e-6 0.66e-6 0.36e-6 1.00 3.59996E-07 3.59996E-05 0.000545449 0.000212275
10e-6 0.28e-6 0.66e-6 0.36e-6 1.05 1.57658E-07 1.57658E-05 0.000238875 8.24859E-05
10e-6 0.28e-6 0.66e-6 0.36e-6 1.10 6.00307E-08 6.00307E-06 9.09555E-05 2.83352E-05
10e-6 0.28e-6 0.66e-6 0.36e-6 1.15 2.05792E-08 2.05792E-06 3.11806E-05 8.87907E-06
10e-6 0.28e-6 0.66e-6 0.50e-6 0.55 4.25218E-06 0.000425218 0.00644269 1.51519
10e-6 0.28e-6 0.66e-6 0.50e-6 0.60 4.41026E-06 0.000441026 0.00668221 0.187637
10e-6 0.28e-6 0.66e-6 0.50e-6 0.65 3.56574E-06 0.000356574 0.00540264 0.0202171
10e-6 0.28e-6 0.66e-6 0.50e-6 0.70 2.78351E-06 0.000278351 0.00421744 0.00800728
10e-6 0.28e-6 0.66e-6 0.50e-6 0.75 2.09085E-06 0.000209085 0.00316795 0.00378531
10e-6 0.28e-6 0.66e-6 0.50e-6 0.80 1.49351E-06 0.000149351 0.0022629 0.00192166
10e-6 0.28e-6 0.66e-6 0.50e-6 0.85 9.97534E-07 9.97534E-05 0.00151141 0.000987296
10e-6 0.28e-6 0.66e-6 0.50e-6 0.90 6.08861E-07 6.08861E-05 0.000922517 0.000489449
10e-6 0.28e-6 0.66e-6 0.50e-6 0.95 3.30277E-07 3.30277E-05 0.000500419 0.000224157
10e-6 0.28e-6 0.66e-6 0.50e-6 1.00 1.55289E-07 1.55289E-05 0.000235287 9.15467E-05
10e-6 0.28e-6 0.66e-6 0.50e-6 1.05 6.29122E-08 6.29122E-06 9.53214E-05 3.29126E-05
10e-6 0.28e-6 0.66e-6 0.50e-6 1.10 2.25205E-08 2.25205E-06 3.4122E-05 1.06297E-05
10e-6 0.28e-6 0.66e-6 0.50e-6 1.15 7.38662E-09 7.38662E-07 1.11918E-05 3.18699E-06
10e-6 0.28e-6 2e-6 0.28e-6 0.55 5.00497E-06 0.000500497 0.00250248 1.76238
10e-6 0.28e-6 2e-6 0.28e-6 0.60 1.2084E-05 0.0012084 0.006042 1.69077
10e-6 0.28e-6 2e-6 0.28e-6 0.65 2.32812E-05 0.00232812 0.0116406 1.43456
10e-6 0.28e-6 2e-6 0.28e-6 0.70 2.38646E-05 0.00238646 0.0119323 0.168527
10e-6 0.28e-6 2e-6 0.28e-6 0.75 1.91521E-05 0.00191521 0.00957607 0.0403549
10e-6 0.28e-6 2e-6 0.28e-6 0.80 1.46399E-05 0.00146399 0.00731995 0.0199866
10e-6 0.28e-6 2e-6 0.28e-6 0.85 1.06475E-05 0.00106475 0.00532374 0.0108261
10e-6 0.28e-6 2e-6 0.28e-6 0.90 7.25318E-06 0.000725318 0.00362659 0.00590596
10e-6 0.28e-6 2e-6 0.28e-6 0.95 4.52643E-06 0.000452643 0.00226322 0.00309062
10e-6 0.28e-6 2e-6 0.28e-6 1.00 2.5187E-06 0.00025187 0.00125935 0.00148877
10e-6 0.28e-6 2e-6 0.28e-6 1.05 1.21848E-06 0.000121848 0.00060924 0.00063812
10e-6 0.28e-6 2e-6 0.28e-6 1.10 5.08245E-07 5.08245E-05 0.000254122 0.000239979
10e-6 0.28e-6 2e-6 0.28e-6 1.15 1.86695E-07 1.86695E-05 9.33473E-05 8.05596E-05
10e-6 0.28e-6 2e-6 0.36e-6 0.55 4.95635E-06 0.000495635 0.00247817 1.74731
10e-6 0.28e-6 2e-6 0.36e-6 0.60 1.17267E-05 0.00117267 0.00586335 1.63735
10e-6 0.28e-6 2e-6 0.36e-6 0.65 1.67272E-05 0.00167272 0.00836361 0.796403
10e-6 0.28e-6 2e-6 0.36e-6 0.70 1.39132E-05 0.00139132 0.0069566 0.0504524
10e-6 0.28e-6 2e-6 0.36e-6 0.75 1.06022E-05 0.00106022 0.00530111 0.0205435
10e-6 0.28e-6 2e-6 0.36e-6 0.80 7.69196E-06 0.000769196 0.00384598 0.0101659
10e-6 0.28e-6 2e-6 0.36e-6 0.85 5.23269E-06 0.000523269 0.00261634 0.00523944
10e-6 0.28e-6 2e-6 0.36e-6 0.90 3.26558E-06 0.000326558 0.00163279 0.0026385
10e-6 0.28e-6 2e-6 0.36e-6 0.95 1.81904E-06 0.000181904 0.000909522 0.00123721
10e-6 0.28e-6 2e-6 0.36e-6 1.00 8.80924E-07 8.80924E-05 0.000440462 0.000519746
10e-6 0.28e-6 2e-6 0.36e-6 1.05 3.67133E-07 3.67133E-05 0.000183567 0.000192119
10e-6 0.28e-6 2e-6 0.36e-6 1.10 1.34372E-07 1.34372E-05 6.71858E-05 6.34287E-05
10e-6 0.28e-6 2e-6 0.36e-6 1.15 4.47928E-08 4.47928E-06 2.23964E-05 1.93265E-05
10e-6 0.28e-6 2e-6 0.50e-6 0.55 4.8761E-06 0.00048761 0.00243805 1.72219
10e-6 0.28e-6 2e-6 0.50e-6 0.60 1.09635E-05 0.00109635 0.00548176 1.51934
10e-6 0.28e-6 2e-6 0.50e-6 0.65 1.05392E-05 0.00105392 0.0052696 0.134955
10e-6 0.28e-6 2e-6 0.50e-6 0.70 8.17426E-06 0.000817426 0.00408713 0.025827
10e-6 0.28e-6 2e-6 0.50e-6 0.75 6.06425E-06 0.000606425 0.00303213 0.0113154
10e-6 0.28e-6 2e-6 0.50e-6 0.80 4.25785E-06 0.000425785 0.00212893 0.00554307
10e-6 0.28e-6 2e-6 0.50e-6 0.85 2.77744E-06 0.000277744 0.00138872 0.00276226
10e-6 0.28e-6 2e-6 0.50e-6 0.90 1.6421E-06 0.00016421 0.000821048 0.00132264
10e-6 0.28e-6 2e-6 0.50e-6 0.95 8.55344E-07 8.55344E-05 0.000427672 0.000580953
10e-6 0.28e-6 2e-6 0.50e-6 1.00 3.84247E-07 3.84247E-05 0.000192124 0.000226581
10e-6 0.28e-6 2e-6 0.50e-6 1.05 1.49369E-07 1.49369E-05 7.46843E-05 7.81485E-05
10e-6 0.28e-6 2e-6 0.50e-6 1.10 5.18992E-08 5.18992E-06 2.59496E-05 2.44969E-05
10e-6 0.28e-6 2e-6 0.50e-6 1.15 1.66467E-08 1.66467E-06 8.32334E-06 7.18233E-06
10e-6 0.28e-6 10e-6 0.28e-6 0.55 5.10412E-06 0.000510412 0.000510412 1.79276
10e-6 0.28e-6 10e-6 0.28e-6 0.60 1.26968E-05 0.00126968 0.00126968 1.7799
10e-6 0.28e-6 10e-6 0.28e-6 0.65 2.7008E-05 0.0027008 0.0027008 1.7504
10e-6 0.28e-6 10e-6 0.28e-6 0.70 4.94104E-05 0.00494104 0.00494104 1.68496
10e-6 0.28e-6 10e-6 0.28e-6 0.75 7.50966E-05 0.00750966 0.00750966 1.38789
10e-6 0.28e-6 10e-6 0.28e-6 0.80 6.93292E-05 0.00693292 0.00693292 0.159137
10e-6 0.28e-6 10e-6 0.28e-6 0.85 5.03125E-05 0.00503125 0.00503125 0.0586327
10e-6 0.28e-6 10e-6 0.28e-6 0.90 3.37536E-05 0.00337536 0.00337536 0.0290584
10e-6 0.28e-6 10e-6 0.28e-6 0.95 2.05821E-05 0.00205821 0.00205821 0.0143929
10e-6 0.28e-6 10e-6 0.28e-6 1.00 1.11056E-05 0.00111056 0.00111056 0.00662877
10e-6 0.28e-6 10e-6 0.28e-6 1.05 5.1843E-06 0.00051843 0.00051843 0.00272487
10e-6 0.28e-6 10e-6 0.28e-6 1.10 2.09091E-06 0.000209091 0.000209091 0.000988458
10e-6 0.28e-6 10e-6 0.28e-6 1.15 7.48727E-07 7.48727E-05 7.48727E-05 0.000323196
10e-6 0.28e-6 10e-6 0.36e-6 0.55 5.09509E-06 0.000509509 0.000509509 1.79001
10e-6 0.28e-6 10e-6 0.36e-6 0.60 1.26406E-05 0.00126406 0.00126406 1.77184
10e-6 0.28e-6 10e-6 0.36e-6 0.65 2.6733E-05 0.0026733 0.0026733 1.72805
10e-6 0.28e-6 10e-6 0.36e-6 0.70 4.79946E-05 0.00479946 0.00479946 1.60831
10e-6 0.28e-6 10e-6 0.36e-6 0.75 5.07865E-05 0.00507865 0.00507865 0.354523
10e-6 0.28e-6 10e-6 0.36e-6 0.80 3.71844E-05 0.00371844 0.00371844 0.0578525
10e-6 0.28e-6 10e-6 0.36e-6 0.85 2.49759E-05 0.00249759 0.00249759 0.0265317
10e-6 0.28e-6 10e-6 0.36e-6 0.90 1.52963E-05 0.00152963 0.00152963 0.0126573
10e-6 0.28e-6 10e-6 0.36e-6 0.95 8.3107E-06 0.00083107 0.00083107 0.00570581
10e-6 0.28e-6 10e-6 0.36e-6 1.00 3.90872E-06 0.000390872 0.000390872 0.00231401
10e-6 0.28e-6 10e-6 0.36e-6 1.05 1.58395E-06 0.000158395 0.000158395 0.000829794
10e-6 0.28e-6 10e-6 0.36e-6 1.10 5.67608E-07 5.67608E-05 5.67608E-05 0.000268021
10e-6 0.28e-6 10e-6 0.36e-6 1.15 1.86323E-07 1.86323E-05 1.86323E-05 8.03994E-05
10e-6 0.28e-6 10e-6 0.50e-6 0.55 5.08065E-06 0.000508065 0.000508065 1.78561
10e-6 0.28e-6 10e-6 0.50e-6 0.60 1.25495E-05 0.00125495 0.00125495 1.75876
10e-6 0.28e-6 10e-6 0.50e-6 0.65 2.62544E-05 0.00262544 0.00262544 1.6888
10e-6 0.28e-6 10e-6 0.50e-6 0.70 3.90608E-05 0.00390608 0.00390608 1.09512
10e-6 0.28e-6 10e-6 0.50e-6 0.75 3.00777E-05 0.00300777 0.00300777 0.0735679
10e-6 0.28e-6 10e-6 0.50e-6 0.80 2.09473E-05 0.00209473 0.00209473 0.0295302
10e-6 0.28e-6 10e-6 0.50e-6 0.85 1.34966E-05 0.00134966 0.00134966 0.0138378
10e-6 0.28e-6 10e-6 0.50e-6 0.90 7.84646E-06 0.000784646 0.000784646 0.0063965
10e-6 0.28e-6 10e-6 0.50e-6 0.95 4.00171E-06 0.000400171 0.000400171 0.00273027
10e-6 0.28e-6 10e-6 0.50e-6 1.00 1.7571E-06 0.00017571 0.00017571 0.00103771
10e-6 0.28e-6 10e-6 0.50e-6 1.05 6.69814E-07 6.69814E-05 6.69814E-05 0.000350607
10e-6 0.28e-6 10e-6 0.50e-6 1.10 2.29554E-07 2.29554E-05 2.29554E-05 0.000108366
10e-6 0.28e-6 10e-6 0.50e-6 1.15 7.28339E-08 7.28339E-06 7.28339E-06 3.14259E-05
10e-6 0.28e-6 20e-6 0.28e-6 0.55 5.11605E-06 0.000511605 0.000255802 1.79638
10e-6 0.28e-6 20e-6 0.28e-6 0.60 1.27677E-05 0.00127677 0.000638385 1.79001
10e-6 0.28e-6 20e-6 0.28e-6 0.65 2.7322E-05 0.0027322 0.0013661 1.77576
10e-6 0.28e-6 20e-6 0.28e-6 0.70 5.05693E-05 0.00505693 0.00252847 1.74684
10e-6 0.28e-6 20e-6 0.28e-6 0.75 8.25528E-05 0.00825528 0.00412764 1.68662
10e-6 0.28e-6 20e-6 0.28e-6 0.80 0.000113829 0.0113829 0.00569145 1.32655
10e-6 0.28e-6 20e-6 0.28e-6 0.85 9.90654E-05 0.00990654 0.00495327 0.158281
10e-6 0.28e-6 20e-6 0.28e-6 0.90 6.70625E-05 0.00670625 0.00335313 0.062778
10e-6 0.28e-6 20e-6 0.28e-6 0.95 4.10014E-05 0.00410014 0.00205007 0.02962
10e-6 0.28e-6 20e-6 0.28e-6 1.00 2.21542E-05 0.00221542 0.00110771 0.0133952
10e-6 0.28e-6 20e-6 0.28e-6 1.05 1.03504E-05 0.00103504 0.000517519 0.00546614
10e-6 0.28e-6 20e-6 0.28e-6 1.10 4.1763E-06 0.00041763 0.000208815 0.00197744
10e-6 0.28e-6 20e-6 0.28e-6 1.15 1.49577E-06 0.000149577 7.47886E-05 0.000645979
10e-6 0.28e-6 20e-6 0.36e-6 0.55 5.11155E-06 0.000511155 0.000255577 1.79501
10e-6 0.28e-6 20e-6 0.36e-6 0.60 1.274E-05 0.001274 0.000637002 1.78607
10e-6 0.28e-6 20e-6 0.36e-6 0.65 2.71943E-05 0.00271943 0.00135971 1.76547
10e-6 0.28e-6 20e-6 0.36e-6 0.70 5.00752E-05 0.00500752 0.00250376 1.72055
10e-6 0.28e-6 20e-6 0.36e-6 0.75 8.00601E-05 0.00800601 0.00400301 1.58811
10e-6 0.28e-6 20e-6 0.36e-6 0.80 7.35675E-05 0.00735675 0.00367838 0.191311
10e-6 0.28e-6 20e-6 0.36e-6 0.85 4.97765E-05 0.00497765 0.00248883 0.0578792
10e-6 0.28e-6 20e-6 0.36e-6 0.90 3.05246E-05 0.00305246 0.00152623 0.0260895
10e-6 0.28e-6 20e-6 0.36e-6 0.95 1.65945E-05 0.00165945 0.000829725 0.0115343
10e-6 0.28e-6 20e-6 0.36e-6 1.00 7.80734E-06 0.000780734 0.000390367 0.00464252
10e-6 0.28e-6 20e-6 0.36e-6 1.05 3.16435E-06 0.000316435 0.000158217 0.00166011
10e-6 0.28e-6 20e-6 0.36e-6 1.10 1.13402E-06 0.000113402 5.67012E-05 0.000535709
10e-6 0.28e-6 20e-6 0.36e-6 1.15 3.72265E-07 3.72265E-05 1.86132E-05 0.000160653
10e-6 0.28e-6 20e-6 0.50e-6 0.55 5.10437E-06 0.000510437 0.000255218 1.79283
10e-6 0.28e-6 20e-6 0.50e-6 0.60 1.26958E-05 0.00126958 0.000634789 1.77975
10e-6 0.28e-6 20e-6 0.50e-6 0.65 2.69853E-05 0.00269853 0.00134926 1.74856
10e-6 0.28e-6 20e-6 0.50e-6 0.70 4.91589E-05 0.00491589 0.00245795 1.67144
10e-6 0.28e-6 20e-6 0.50e-6 0.75 5.87053E-05 0.00587053 0.00293527 0.69004
10e-6 0.28e-6 20e-6 0.50e-6 0.80 4.17989E-05 0.00417989 0.00208994 0.0672787
10e-6 0.28e-6 20e-6 0.50e-6 0.85 2.69516E-05 0.00269516 0.00134758 0.0288156
10e-6 0.28e-6 20e-6 0.50e-6 0.90 1.56731E-05 0.00156731 0.000783654 0.012979
10e-6 0.28e-6 20e-6 0.50e-6 0.95 7.99441E-06 0.000799441 0.000399721 0.00548612
10e-6 0.28e-6 20e-6 0.50e-6 1.00 3.51049E-06 0.000351049 0.000175525 0.00207732
10e-6 0.28e-6 20e-6 0.50e-6 1.05 1.33825E-06 0.000133825 6.69127E-05 0.000700921
10e-6 0.28e-6 20e-6 0.50e-6 1.10 4.58642E-07 4.58642E-05 2.29321E-05 0.00021655
10e-6 0.28e-6 20e-6 0.50e-6 1.15 1.45519E-07 1.45519E-05 7.27597E-06 6.27907E-05
10e-6 0.28e-6 30e-6 0.28e-6 0.55 5.12003E-06 0.000512003 0.000170668 1.79759
10e-6 0.28e-6 30e-6 0.28e-6 0.60 1.27912E-05 0.00127912 0.000426373 1.79335
10e-6 0.28e-6 30e-6 0.28e-6 0.65 2.7424E-05 0.0027424 0.000914135 1.78396
10e-6 0.28e-6 30e-6 0.28e-6 0.70 5.09185E-05 0.00509185 0.00169728 1.76533
10e-6 0.28e-6 30e-6 0.28e-6 0.75 8.3648E-05 0.0083648 0.00278827 1.72948
10e-6 0.28e-6 30e-6 0.28e-6 0.80 0.00012392 0.012392 0.00413066 1.64619
10e-6 0.28e-6 30e-6 0.28e-6 0.85 0.000137311 0.0137311 0.00457705 0.657161
10e-6 0.28e-6 30e-6 0.28e-6 0.90 9.98675E-05 0.00998675 0.00332892 0.104073
10e-6 0.28e-6 30e-6 0.28e-6 0.95 6.12872E-05 0.00612872 0.00204291 0.0458604
10e-6 0.28e-6 30e-6 0.28e-6 1.00 3.31669E-05 0.00331669 0.00110556 0.0203218
10e-6 0.28e-6 30e-6 0.28e-6 1.05 1.55086E-05 0.00155086 0.000516952 0.00822972
10e-6 0.28e-6 30e-6 0.28e-6 1.10 6.26038E-06 0.000626038 0.000208679 0.00296895
10e-6 0.28e-6 30e-6 0.28e-6 1.15 2.24265E-06 0.000224265 7.47549E-05 0.000969001
10e-6 0.28e-6 30e-6 0.36e-6 0.55 5.11703E-06 0.000511703 0.000170568 1.79668
10e-6 0.28e-6 30e-6 0.36e-6 0.60 1.27728E-05 0.00127728 0.000425762 1.79074
10e-6 0.28e-6 30e-6 0.36e-6 0.65 2.73407E-05 0.00273407 0.000911356 1.77726
10e-6 0.28e-6 30e-6 0.36e-6 0.70 5.06136E-05 0.00506136 0.00168712 1.74918
10e-6 0.28e-6 30e-6 0.36e-6 0.75 8.25628E-05 0.00825628 0.00275209 1.68702
10e-6 0.28e-6 30e-6 0.36e-6 0.80 0.000103001 0.0103001 0.00343337 0.975069
10e-6 0.28e-6 30e-6 0.36e-6 0.85 7.44004E-05 0.00744004 0.00248001 0.0976112
10e-6 0.28e-6 30e-6 0.36e-6 0.90 4.57116E-05 0.00457116 0.00152372 0.0404698
10e-6 0.28e-6 30e-6 0.36e-6 0.95 2.48677E-05 0.00248677 0.000828924 0.0175052
10e-6 0.28e-6 30e-6 0.36e-6 1.00 1.17037E-05 0.00117037 0.000390123 0.00699057
10e-6 0.28e-6 30e-6 0.36e-6 1.05 4.74437E-06 0.000474437 0.000158146 0.00249264
10e-6 0.28e-6 30e-6 0.36e-6 1.10 1.70039E-06 0.000170039 5.66797E-05 0.000803605
10e-6 0.28e-6 30e-6 0.36e-6 1.15 5.58201E-07 5.58201E-05 1.86067E-05 0.000240924
10e-6 0.28e-6 30e-6 0.50e-6 0.55 5.11224E-06 0.000511224 0.000170408 1.79523
10e-6 0.28e-6 30e-6 0.50e-6 0.60 1.27436E-05 0.00127436 0.000424786 1.78658
10e-6 0.28e-6 30e-6 0.50e-6 0.65 2.72063E-05 0.00272063 0.000906875 1.76643
10e-6 0.28e-6 30e-6 0.50e-6 0.70 5.00934E-05 0.00500934 0.00166978 1.72152
10e-6 0.28e-6 30e-6 0.50e-6 0.75 7.93383E-05 0.00793383 0.00264461 1.55933
10e-6 0.28e-6 30e-6 0.50e-6 0.80 6.25501E-05 0.00625501 0.002085 0.12581
10e-6 0.28e-6 30e-6 0.50e-6 0.85 4.03896E-05 0.00403896 0.00134632 0.0452643
10e-6 0.28e-6 30e-6 0.50e-6 0.90 2.34954E-05 0.00234954 0.00078318 0.0197772
10e-6 0.28e-6 30e-6 0.50e-6 0.95 1.19861E-05 0.00119861 0.000399537 0.0082739
10e-6 0.28e-6 30e-6 0.50e-6 1.00 5.26369E-06 0.000526369 0.000175456 0.00312095
10e-6 0.28e-6 30e-6 0.50e-6 1.05 2.00667E-06 0.000200667 6.68889E-05 0.00105165
10e-6 0.28e-6 30e-6 0.50e-6 1.10 6.87726E-07 6.87726E-05 2.29242E-05 0.00032477
10e-6 0.28e-6 30e-6 0.50e-6 1.15 2.18205E-07 2.18205E-05 7.27349E-06 9.41583E-05
10e-6 0.36e-6 0.66e-6 0.28e-6 0.55 9.38491E-07 9.38491E-05 0.00142196 1.77865
10e-6 0.36e-6 0.66e-6 0.28e-6 0.60 2.77951E-06 0.000277951 0.00421138 1.72652
10e-6 0.36e-6 0.66e-6 0.28e-6 0.65 6.99562E-06 0.000699562 0.0105994 1.52034
10e-6 0.36e-6 0.66e-6 0.28e-6 0.70 8.33422E-06 0.000833422 0.0126276 0.0613086
10e-6 0.36e-6 0.66e-6 0.28e-6 0.75 6.69531E-06 0.000669531 0.0101444 0.0213934
10e-6 0.36e-6 0.66e-6 0.28e-6 0.80 5.18471E-06 0.000518471 0.00785561 0.0104778
10e-6 0.36e-6 0.66e-6 0.28e-6 0.85 3.84033E-06 0.000384033 0.00581868 0.00560383
10e-6 0.36e-6 0.66e-6 0.28e-6 0.90 2.68283E-06 0.000268283 0.0040649 0.00305331
10e-6 0.36e-6 0.66e-6 0.28e-6 0.95 1.73273E-06 0.000173273 0.00262535 0.00161849
10e-6 0.36e-6 0.66e-6 0.28e-6 1.00 1.0085E-06 0.00010085 0.00152803 0.000801358
10e-6 0.36e-6 0.66e-6 0.28e-6 1.05 5.14744E-07 5.14744E-05 0.000779916 0.000357207
10e-6 0.36e-6 0.66e-6 0.28e-6 1.10 2.26561E-07 2.26561E-05 0.000343274 0.000140057
10e-6 0.36e-6 0.66e-6 0.28e-6 1.15 8.68719E-08 8.68719E-06 0.000131624 4.85817E-05
10e-6 0.36e-6 0.66e-6 0.36e-6 0.55 9.35907E-07 9.35907E-05 0.00141804 1.77022
10e-6 0.36e-6 0.66e-6 0.36e-6 0.60 2.75173E-06 0.000275173 0.00416928 1.69274
10e-6 0.36e-6 0.66e-6 0.36e-6 0.65 5.69495E-06 0.000569495 0.00862871 0.775795
10e-6 0.36e-6 0.66e-6 0.36e-6 0.70 4.79258E-06 0.000479258 0.00726149 0.0278412
10e-6 0.36e-6 0.66e-6 0.36e-6 0.75 3.69477E-06 0.000369477 0.00559813 0.0112418
10e-6 0.36e-6 0.66e-6 0.36e-6 0.80 2.72493E-06 0.000272493 0.00412868 0.00540456
10e-6 0.36e-6 0.66e-6 0.36e-6 0.85 1.89607E-06 0.000189607 0.00287284 0.00274314
10e-6 0.36e-6 0.66e-6 0.36e-6 0.90 1.22033E-06 0.000122033 0.00184898 0.00138299
10e-6 0.36e-6 0.66e-6 0.36e-6 0.95 7.07915E-07 7.07915E-05 0.0010726 0.000659851
10e-6 0.36e-6 0.66e-6 0.36e-6 1.00 3.59993E-07 3.59993E-05 0.000545444 0.000285765
10e-6 0.36e-6 0.66e-6 0.36e-6 1.05 1.57657E-07 1.57657E-05 0.000238874 0.000109358
10e-6 0.36e-6 0.66e-6 0.36e-6 1.10 6.00306E-08 6.00306E-06 9.09554E-05 3.7104E-05
10e-6 0.36e-6 0.66e-6 0.36e-6 1.15 2.05792E-08 2.05792E-06 3.11806E-05 1.15079E-05
10e-6 0.36e-6 0.66e-6 0.50e-6 0.55 9.3164E-07 9.3164E-05 0.00141158 1.75626
10e-6 0.36e-6 0.66e-6 0.50e-6 0.60 2.69914E-06 0.000269914 0.0040896 1.6282
10e-6 0.36e-6 0.66e-6 0.50e-6 0.65 3.56128E-06 0.000356128 0.00539588 0.0573646
10e-6 0.36e-6 0.66e-6 0.50e-6 0.70 2.78286E-06 0.000278286 0.00421646 0.0148585
10e-6 0.36e-6 0.66e-6 0.50e-6 0.75 2.09067E-06 0.000209067 0.00316769 0.00621228
10e-6 0.36e-6 0.66e-6 0.50e-6 0.80 1.49346E-06 0.000149346 0.00226282 0.00293544
10e-6 0.36e-6 0.66e-6 0.50e-6 0.85 9.97516E-07 9.97516E-05 0.00151139 0.00143754
10e-6 0.36e-6 0.66e-6 0.50e-6 0.90 6.08856E-07 6.08856E-05 0.000922509 0.000688804
10e-6 0.36e-6 0.66e-6 0.50e-6 0.95 3.30275E-07 3.30275E-05 0.000500417 0.000307613
10e-6 0.36e-6 0.66e-6 0.50e-6 1.00 1.55289E-07 1.55289E-05 0.000235286 0.000123231
10e-6 0.36e-6 0.66e-6 0.50e-6 1.05 6.29121E-08 6.29121E-06 9.53214E-05 4.36338E-05
10e-6 0.36e-6 0.66e-6 0.50e-6 1.10 2.25205E-08 2.25205E-06 3.4122E-05 1.39191E-05
10e-6 0.36e-6 0.66e-6 0.50e-6 1.15 7.38662E-09 7.38662E-07 1.11918E-05 4.13057E-06
10e-6 0.36e-6 2e-6 0.28e-6 0.55 9.42944E-07 9.42944E-05 0.000471472 1.79315
10e-6 0.36e-6 2e-6 0.28e-6 0.60 2.82146E-06 0.000282146 0.00141073 1.77711
10e-6 0.36e-6 2e-6 0.28e-6 0.65 7.38236E-06 0.000738236 0.00369118 1.72901
10e-6 0.36e-6 2e-6 0.28e-6 0.70 1.63246E-05 0.00163246 0.00816229 1.56017
10e-6 0.36e-6 2e-6 0.28e-6 0.75 1.90484E-05 0.00190484 0.00952421 0.0865372
10e-6 0.36e-6 2e-6 0.28e-6 0.80 1.46174E-05 0.00146174 0.00730869 0.0320788
10e-6 0.36e-6 2e-6 0.28e-6 0.85 1.06397E-05 0.00106397 0.00531983 0.0160241
10e-6 0.36e-6 2e-6 0.28e-6 0.90 7.25031E-06 0.000725031 0.00362515 0.00836362
10e-6 0.36e-6 2e-6 0.28e-6 0.95 4.52544E-06 0.000452544 0.00226272 0.00425165
10e-6 0.36e-6 2e-6 0.28e-6 1.00 2.51841E-06 0.000251841 0.0012592 0.00200585
10e-6 0.36e-6 2e-6 0.28e-6 1.05 1.21841E-06 0.000121841 0.000609207 0.000846247
10e-6 0.36e-6 2e-6 0.28e-6 1.10 5.08233E-07 5.08233E-05 0.000254116 0.000314272
10e-6 0.36e-6 2e-6 0.28e-6 1.15 1.86693E-07 1.86693E-05 9.33465E-05 0.000104414
10e-6 0.36e-6 2e-6 0.36e-6 0.55 9.42127E-07 9.42127E-05 0.000471064 1.79049
10e-6 0.36e-6 2e-6 0.36e-6 0.60 2.81358E-06 0.000281358 0.00140679 1.76764
10e-6 0.36e-6 2e-6 0.36e-6 0.65 7.31622E-06 0.000731622 0.00365811 1.69376
10e-6 0.36e-6 2e-6 0.36e-6 0.70 1.33089E-05 0.00133089 0.00665445 0.674829
10e-6 0.36e-6 2e-6 0.36e-6 0.75 1.0591E-05 0.0010591 0.00529548 0.0365092
10e-6 0.36e-6 2e-6 0.36e-6 0.80 7.68883E-06 0.000768883 0.00384441 0.015854
10e-6 0.36e-6 2e-6 0.36e-6 0.85 5.23167E-06 0.000523167 0.00261584 0.00768199
10e-6 0.36e-6 2e-6 0.36e-6 0.90 3.26526E-06 0.000326526 0.00163263 0.00372247
10e-6 0.36e-6 2e-6 0.36e-6 0.95 1.81896E-06 0.000181896 0.000909479 0.00169933
10e-6 0.36e-6 2e-6 0.36e-6 1.00 8.80904E-07 8.80904E-05 0.000440452 0.000699833
10e-6 0.36e-6 2e-6 0.36e-6 1.05 3.6713E-07 3.6713E-05 0.000183565 0.000254724
